SubjectID,TrialNumber,Scene,LeftCondition,RightCondition,ChosenSide,ChosenCondition,RejectedCondition,ResponseTime_sec,PresentationFPS
j3,109,marbles,marbles:restir_level2,marbles:motion_noise_level1,RIGHT,marbles:motion_noise_level1,marbles:restir_level2,3.7171,239.98
j3,110,bistro_interior,bistro_interior:noise_colors_level0,bistro_interior:duration_flicker_level2,LEFT,bistro_interior:noise_colors_level0,bistro_interior:duration_flicker_level2,4.1215,239.98
j3,111,classroom,classroom:dlss_rr_level1,classroom:motion_noise_level0,RIGHT,classroom:motion_noise_level0,classroom:dlss_rr_level1,5.0298,239.98
j3,112,bistro_interior,bistro_interior:motion_noise_level1,bistro_interior:temporal-resolution-multiplexing_level1,RIGHT,bistro_interior:temporal-resolution-multiplexing_level1,bistro_interior:motion_noise_level1,3.7292,240.01
j3,113,landscape,landscape:dlss_rr_level0,landscape:noise_colors_level2,LEFT,landscape:dlss_rr_level0,landscape:noise_colors_level2,5.0084,240.01
j3,114,zeroday,zeroday:duration_flicker_level1,zeroday:motion_noise_level1,RIGHT,zeroday:motion_noise_level1,zeroday:duration_flicker_level1,4.4586,240.0
j3,115,classroom,classroom:motion_noise_level1,classroom:restir_level1,RIGHT,classroom:restir_level1,classroom:motion_noise_level1,4.5125,240.01
j3,116,classroom,classroom:motion_noise_level1,classroom:noise_colors_level1,RIGHT,classroom:noise_colors_level1,classroom:motion_noise_level1,4.2625,240.01
j3,117,landscape,landscape:dlss_rr_level2,landscape:dlss_rr_level1,LEFT,landscape:dlss_rr_level2,landscape:dlss_rr_level1,6.1334,240.01
j3,118,marbles,marbles:noise_colors_level2,marbles:duration_flicker_level0,RIGHT,marbles:duration_flicker_level0,marbles:noise_colors_level2,8.5221,240.03
j3,119,classroom,classroom:dlss_rr_level1,classroom:temporal-resolution-multiplexing_level1,RIGHT,classroom:temporal-resolution-multiplexing_level1,classroom:dlss_rr_level1,4.7174,239.98
j3,120,attic,attic:motion_resolution_level2,attic:dlss_rr_level1,RIGHT,attic:dlss_rr_level1,attic:motion_resolution_level2,4.3256,239.98
j3,121,marbles,marbles:motion_noise_level2,marbles:restir_level2,LEFT,marbles:motion_noise_level2,marbles:restir_level2,5.2959,240.01
j3,122,bistro_exterior,bistro_exterior:noise_colors_level0,bistro_exterior:motion_noise_level2,LEFT,bistro_exterior:noise_colors_level0,bistro_exterior:motion_noise_level2,5.4709,240.01
j3,123,classroom,classroom:duration_flicker_level2,classroom:motion_resolution_level2,LEFT,classroom:duration_flicker_level2,classroom:motion_resolution_level2,4.4447,239.86
j3,124,subway,subway:restir_level2,subway:temporal-resolution-multiplexing_level1,RIGHT,subway:temporal-resolution-multiplexing_level1,subway:restir_level2,4.1709,240.0
j3,125,pink_room,pink_room:noise_colors_level1,pink_room:stutter_level0,RIGHT,pink_room:stutter_level0,pink_room:noise_colors_level1,5.1876,240.01
