SubjectID,TrialIndex,MasterTrialID,TotalTrials,ComparisonType,Scene,LeftMetric,LeftLevel,LeftVideo,RightMetric,RightLevel,RightVideo,ChosenSide,ChosenMetric,ChosenLevel,ChosenVideo,RejectedMetric,RejectedLevel,RejectedVideo,ResponseTime_sec,PresentationFPS
P01,6,481,10,INTRA-DISTORTION,pink_room,dlss_rr,level0,pink_room_dlss_rr_level0.mp4,dlss_rr,level1,pink_room_dlss_rr_level1.mp4,LEFT,dlss_rr,level0,pink_room_dlss_rr_level0.mp4,dlss_rr,level1,pink_room_dlss_rr_level1.mp4,5.7258,239.62
P01,7,42,10,INTER-DISTORTION,attic,motion_resolution,level2,attic_motion_resolution_level2.mp4,judder,level2,attic_judder_level2.mp4,RIGHT,judder,level2,attic_judder_level2.mp4,motion_resolution,level2,attic_motion_resolution_level2.mp4,1.8087,238.86
P01,8,453,10,INTER-DISTORTION,marbles,motion_noise,level1,marbles_motion_noise_level1.mp4,noise_colors,level1,marbles_noise_colors_level1.mp4,LEFT,motion_noise,level1,marbles_motion_noise_level1.mp4,noise_colors,level1,marbles_noise_colors_level1.mp4,2.7669,239.25
P01,9,458,10,INTER-DISTORTION,marbles,motion_noise,level2,marbles_motion_noise_level2.mp4,stutter,level2,marbles_stutter_level2.mp4,LEFT,motion_noise,level2,marbles_motion_noise_level2.mp4,stutter,level2,marbles_stutter_level2.mp4,5.5508,238.71
P01,10,367,10,INTER-DISTORTION,landscape,stutter,level1,landscape_stutter_level1.mp4,judder,level1,landscape_judder_level1.mp4,LEFT,stutter,level1,landscape_stutter_level1.mp4,judder,level1,landscape_judder_level1.mp4,7.6175,239.45
P01,1,35,10,INTER-DISTORTION,attic,dlss_rr,level1,attic_dlss_rr_level1.mp4,stutter,level1,attic_stutter_level1.mp4,RIGHT,stutter,level1,attic_stutter_level1.mp4,dlss_rr,level1,attic_dlss_rr_level1.mp4,3.4725,197.87
P01,2,117,10,INTER-DISTORTION,bistro_exterior,temporal-resolution-multiplexing,level1,bistro_exterior_temporal-resolution-multiplexing_level1.mp4,dlss_rr,level1,bistro_exterior_dlss_rr_level1.mp4,RIGHT,dlss_rr,level1,bistro_exterior_dlss_rr_level1.mp4,temporal-resolution-multiplexing,level1,bistro_exterior_temporal-resolution-multiplexing_level1.mp4,4.8716,34.12
P01,2,650,10,INTRA-DISTORTION,zeroday,motion_resolution,level0,zeroday_motion_resolution_level0.mp4,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,LEFT,motion_resolution,level0,zeroday_motion_resolution_level0.mp4,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,2.3188,198.27
P01,1,701,10,INTER-DISTORTION,zeroday,noise_colors,level1,zeroday_noise_colors_level1.mp4,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,RIGHT,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,noise_colors,level1,zeroday_noise_colors_level1.mp4,2.7793,52.11
P01,2,122,10,INTER-DISTORTION,bistro_exterior,judder,level2,bistro_exterior_judder_level2.mp4,motion_resolution,level2,bistro_exterior_motion_resolution_level2.mp4,LEFT,judder,level2,bistro_exterior_judder_level2.mp4,motion_resolution,level2,bistro_exterior_motion_resolution_level2.mp4,3.9096,8.96
P01,3,62,10,INTER-DISTORTION,attic,motion_resolution,level2,attic_motion_resolution_level2.mp4,noise_colors,level2,attic_noise_colors_level2.mp4,RIGHT,noise_colors,level2,attic_noise_colors_level2.mp4,motion_resolution,level2,attic_motion_resolution_level2.mp4,0.7935,8.83
P01,4,508,10,INTER-DISTORTION,pink_room,motion_noise,level2,pink_room_motion_noise_level2.mp4,dlss_rr,level2,pink_room_dlss_rr_level2.mp4,RIGHT,dlss_rr,level2,pink_room_dlss_rr_level2.mp4,motion_noise,level2,pink_room_motion_noise_level2.mp4,2.9863,215.44
P01,5,671,10,INTER-DISTORTION,zeroday,dlss_rr,level1,zeroday_dlss_rr_level1.mp4,noise_colors,level1,zeroday_noise_colors_level1.mp4,LEFT,dlss_rr,level1,zeroday_dlss_rr_level1.mp4,noise_colors,level1,zeroday_noise_colors_level1.mp4,2.6826,131.56
P01,6,91,10,INTRA-DISTORTION,bistro_exterior,motion_resolution,level2,bistro_exterior_motion_resolution_level2.mp4,motion_resolution,level1,bistro_exterior_motion_resolution_level1.mp4,RIGHT,motion_resolution,level1,bistro_exterior_motion_resolution_level1.mp4,motion_resolution,level2,bistro_exterior_motion_resolution_level2.mp4,2.1658,237.99
P01,7,389,10,INTER-DISTORTION,landscape,restir,level1,landscape_restir_level1.mp4,noise_colors,level1,landscape_noise_colors_level1.mp4,RIGHT,noise_colors,level1,landscape_noise_colors_level1.mp4,restir,level1,landscape_restir_level1.mp4,5.0963,239.78
P01,8,188,10,INTER-DISTORTION,bistro_interior,dlss_rr,level2,bistro_interior_dlss_rr_level2.mp4,motion_noise,level2,bistro_interior_motion_noise_level2.mp4,RIGHT,motion_noise,level2,bistro_interior_motion_noise_level2.mp4,dlss_rr,level2,bistro_interior_dlss_rr_level2.mp4,2.0139,237.9
P01,9,185,10,INTER-DISTORTION,bistro_interior,dlss_rr,level1,bistro_interior_dlss_rr_level1.mp4,judder,level1,bistro_interior_judder_level1.mp4,RIGHT,judder,level1,bistro_interior_judder_level1.mp4,dlss_rr,level1,bistro_interior_dlss_rr_level1.mp4,2.3832,238.72
P01,10,611,10,INTER-DISTORTION,subway,motion_resolution,level1,subway_motion_resolution_level1.mp4,motion_noise,level1,subway_motion_noise_level1.mp4,LEFT,motion_resolution,level1,subway_motion_resolution_level1.mp4,motion_noise,level1,subway_motion_noise_level1.mp4,1.2917,239.22
P01,11,301,720,INTER-DISTORTION,classroom,motion_resolution,level1,classroom_motion_resolution_level1.mp4,noise_colors,level1,classroom_noise_colors_level1.mp4,RIGHT,noise_colors,level1,classroom_noise_colors_level1.mp4,motion_resolution,level1,classroom_motion_resolution_level1.mp4,7.3106,236.29
P01,12,149,720,INTER-DISTORTION,bistro_exterior,restir,level1,bistro_exterior_restir_level1.mp4,noise_colors,level1,bistro_exterior_noise_colors_level1.mp4,RIGHT,noise_colors,level1,bistro_exterior_noise_colors_level1.mp4,restir,level1,bistro_exterior_restir_level1.mp4,14.2502,237.73
P01,13,102,720,INTRA-DISTORTION,bistro_exterior,temporal-resolution-multiplexing,level0,bistro_exterior_temporal-resolution-multiplexing_level0.mp4,temporal-resolution-multiplexing,level1,bistro_exterior_temporal-resolution-multiplexing_level1.mp4,RIGHT,temporal-resolution-multiplexing,level1,bistro_exterior_temporal-resolution-multiplexing_level1.mp4,temporal-resolution-multiplexing,level0,bistro_exterior_temporal-resolution-multiplexing_level0.mp4,7.9108,236.44
P01,14,658,720,INTRA-DISTORTION,zeroday,restir,level0,zeroday_restir_level0.mp4,restir,level2,zeroday_restir_level2.mp4,RIGHT,restir,level2,zeroday_restir_level2.mp4,restir,level0,zeroday_restir_level0.mp4,10.1275,237.32
P01,15,59,720,INTER-DISTORTION,attic,temporal-resolution-multiplexing,level1,attic_temporal-resolution-multiplexing_level1.mp4,motion_noise,level1,attic_motion_noise_level1.mp4,RIGHT,motion_noise,level1,attic_motion_noise_level1.mp4,temporal-resolution-multiplexing,level1,attic_temporal-resolution-multiplexing_level1.mp4,4.9003,173.93
P01,16,167,720,INTRA-DISTORTION,bistro_interior,motion_noise,level1,bistro_interior_motion_noise_level1.mp4,motion_noise,level0,bistro_interior_motion_noise_level0.mp4,RIGHT,motion_noise,level0,bistro_interior_motion_noise_level0.mp4,motion_noise,level1,bistro_interior_motion_noise_level1.mp4,5.2815,173.51
P01,17,690,720,INTER-DISTORTION,zeroday,temporal-resolution-multiplexing,level2,zeroday_temporal-resolution-multiplexing_level2.mp4,judder,level2,zeroday_judder_level2.mp4,RIGHT,judder,level2,zeroday_judder_level2.mp4,temporal-resolution-multiplexing,level2,zeroday_temporal-resolution-multiplexing_level2.mp4,4.0894,172.71
P01,18,462,720,INTER-DISTORTION,marbles,motion_resolution,level2,marbles_motion_resolution_level2.mp4,noise_colors,level2,marbles_noise_colors_level2.mp4,RIGHT,noise_colors,level2,marbles_noise_colors_level2.mp4,motion_resolution,level2,marbles_motion_resolution_level2.mp4,1.6287,154.91
P01,19,250,720,INTRA-DISTORTION,classroom,motion_resolution,level1,classroom_motion_resolution_level1.mp4,motion_resolution,level0,classroom_motion_resolution_level0.mp4,RIGHT,motion_resolution,level0,classroom_motion_resolution_level0.mp4,motion_resolution,level1,classroom_motion_resolution_level1.mp4,3.2468,150.39
P01,20,570,720,INTRA-DISTORTION,subway,motion_resolution,level1,subway_motion_resolution_level1.mp4,motion_resolution,level0,subway_motion_resolution_level0.mp4,RIGHT,motion_resolution,level0,subway_motion_resolution_level0.mp4,motion_resolution,level1,subway_motion_resolution_level1.mp4,2.6916,149.11
P01,21,623,720,INTER-DISTORTION,subway,restir,level1,subway_restir_level1.mp4,motion_resolution,level1,subway_motion_resolution_level1.mp4,RIGHT,motion_resolution,level1,subway_motion_resolution_level1.mp4,restir,level1,subway_restir_level1.mp4,1.8432,133.06
P01,22,354,720,INTER-DISTORTION,landscape,dlss_rr,level2,landscape_dlss_rr_level2.mp4,restir,level2,landscape_restir_level2.mp4,RIGHT,restir,level2,landscape_restir_level2.mp4,dlss_rr,level2,landscape_dlss_rr_level2.mp4,4.3097,31.34
P01,23,108,720,INTER-DISTORTION,bistro_exterior,motion_noise,level2,bistro_exterior_motion_noise_level2.mp4,dlss_rr,level2,bistro_exterior_dlss_rr_level2.mp4,RIGHT,dlss_rr,level2,bistro_exterior_dlss_rr_level2.mp4,motion_noise,level2,bistro_exterior_motion_noise_level2.mp4,3.5669,238.58
P01,24,14,720,INTRA-DISTORTION,attic,noise_colors,level2,attic_noise_colors_level2.mp4,noise_colors,level1,attic_noise_colors_level1.mp4,RIGHT,noise_colors,level1,attic_noise_colors_level1.mp4,noise_colors,level2,attic_noise_colors_level2.mp4,3.5876,238.31
P01,25,32,720,INTER-DISTORTION,attic,noise_colors,level2,attic_noise_colors_level2.mp4,dlss_rr,level2,attic_dlss_rr_level2.mp4,RIGHT,dlss_rr,level2,attic_dlss_rr_level2.mp4,noise_colors,level2,attic_noise_colors_level2.mp4,3.6128,239.15
P01,26,38,720,INTER-DISTORTION,attic,dlss_rr,level2,attic_dlss_rr_level2.mp4,temporal-resolution-multiplexing,level2,attic_temporal-resolution-multiplexing_level2.mp4,LEFT,dlss_rr,level2,attic_dlss_rr_level2.mp4,temporal-resolution-multiplexing,level2,attic_temporal-resolution-multiplexing_level2.mp4,4.1379,239.01
P01,27,40,720,INTER-DISTORTION,attic,judder,level2,attic_judder_level2.mp4,motion_noise,level2,attic_motion_noise_level2.mp4,RIGHT,motion_noise,level2,attic_motion_noise_level2.mp4,judder,level2,attic_judder_level2.mp4,3.5294,239.7
P01,28,652,720,INTRA-DISTORTION,zeroday,motion_resolution,level2,zeroday_motion_resolution_level2.mp4,motion_resolution,level0,zeroday_motion_resolution_level0.mp4,RIGHT,motion_resolution,level0,zeroday_motion_resolution_level0.mp4,motion_resolution,level2,zeroday_motion_resolution_level2.mp4,3.2168,238.75
P01,29,222,720,INTER-DISTORTION,bistro_interior,noise_colors,level2,bistro_interior_noise_colors_level2.mp4,motion_resolution,level2,bistro_interior_motion_resolution_level2.mp4,LEFT,noise_colors,level2,bistro_interior_noise_colors_level2.mp4,motion_resolution,level2,bistro_interior_motion_resolution_level2.mp4,2.0419,238.01
P01,30,553,720,INTER-DISTORTION,pink_room,noise_colors,level1,pink_room_noise_colors_level1.mp4,temporal-resolution-multiplexing,level1,pink_room_temporal-resolution-multiplexing_level1.mp4,RIGHT,temporal-resolution-multiplexing,level1,pink_room_temporal-resolution-multiplexing_level1.mp4,noise_colors,level1,pink_room_noise_colors_level1.mp4,1.9798,237.9
P01,31,280,720,INTER-DISTORTION,classroom,motion_noise,level2,classroom_motion_noise_level2.mp4,judder,level2,classroom_judder_level2.mp4,RIGHT,judder,level2,classroom_judder_level2.mp4,motion_noise,level2,classroom_motion_noise_level2.mp4,5.9549,239.47
P01,32,488,720,INTRA-DISTORTION,pink_room,motion_noise,level2,pink_room_motion_noise_level2.mp4,motion_noise,level1,pink_room_motion_noise_level1.mp4,RIGHT,motion_noise,level1,pink_room_motion_noise_level1.mp4,motion_noise,level2,pink_room_motion_noise_level2.mp4,3.271,239.37
P01,33,431,720,INTER-DISTORTION,marbles,dlss_rr,level1,marbles_dlss_rr_level1.mp4,noise_colors,level1,marbles_noise_colors_level1.mp4,LEFT,dlss_rr,level1,marbles_dlss_rr_level1.mp4,noise_colors,level1,marbles_noise_colors_level1.mp4,2.5086,239.17
P01,34,315,720,INTER-DISTORTION,classroom,restir,level1,classroom_restir_level1.mp4,stutter,level1,classroom_stutter_level1.mp4,RIGHT,stutter,level1,classroom_stutter_level1.mp4,restir,level1,classroom_restir_level1.mp4,2.046,237.53
P01,35,621,720,INTER-DISTORTION,subway,noise_colors,level1,subway_noise_colors_level1.mp4,motion_resolution,level1,subway_motion_resolution_level1.mp4,RIGHT,motion_resolution,level1,subway_motion_resolution_level1.mp4,noise_colors,level1,subway_noise_colors_level1.mp4,2.1335,239.03
P01,36,548,720,INTER-DISTORTION,pink_room,motion_resolution,level2,pink_room_motion_resolution_level2.mp4,temporal-resolution-multiplexing,level2,pink_room_temporal-resolution-multiplexing_level2.mp4,RIGHT,temporal-resolution-multiplexing,level2,pink_room_temporal-resolution-multiplexing_level2.mp4,motion_resolution,level2,pink_room_motion_resolution_level2.mp4,2.446,239.16
P01,37,639,720,INTER-DISTORTION,subway,temporal-resolution-multiplexing,level1,subway_temporal-resolution-multiplexing_level1.mp4,stutter,level1,subway_stutter_level1.mp4,RIGHT,stutter,level1,subway_stutter_level1.mp4,temporal-resolution-multiplexing,level1,subway_temporal-resolution-multiplexing_level1.mp4,2.8086,238.19
P01,38,319,720,INTER-DISTORTION,classroom,temporal-resolution-multiplexing,level1,classroom_temporal-resolution-multiplexing_level1.mp4,stutter,level1,classroom_stutter_level1.mp4,LEFT,temporal-resolution-multiplexing,level1,classroom_temporal-resolution-multiplexing_level1.mp4,stutter,level1,classroom_stutter_level1.mp4,5.0213,239.18
P01,39,521,720,INTER-DISTORTION,pink_room,judder,level1,pink_room_judder_level1.mp4,motion_resolution,level1,pink_room_motion_resolution_level1.mp4,LEFT,judder,level1,pink_room_judder_level1.mp4,motion_resolution,level1,pink_room_motion_resolution_level1.mp4,5.0172,239.38
P01,40,707,720,INTER-DISTORTION,zeroday,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,temporal-resolution-multiplexing,level1,zeroday_temporal-resolution-multiplexing_level1.mp4,LEFT,motion_resolution,level1,zeroday_motion_resolution_level1.mp4,temporal-resolution-multiplexing,level1,zeroday_temporal-resolution-multiplexing_level1.mp4,5.0173,239.37
P01,41,491,720,INTRA-DISTORTION,pink_room,motion_resolution,level2,pink_room_motion_resolution_level2.mp4,motion_resolution,level1,pink_room_motion_resolution_level1.mp4,LEFT,motion_resolution,level2,pink_room_motion_resolution_level2.mp4,motion_resolution,level1,pink_room_motion_resolution_level1.mp4,5.0171,239.38
P01,42,531,720,INTER-DISTORTION,pink_room,motion_resolution,level1,pink_room_motion_resolution_level1.mp4,motion_noise,level1,pink_room_motion_noise_level1.mp4,LEFT,motion_resolution,level1,pink_room_motion_resolution_level1.mp4,motion_noise,level1,pink_room_motion_noise_level1.mp4,5.0171,239.38
P01,43,272,720,INTER-DISTORTION,classroom,dlss_rr,level2,classroom_dlss_rr_level2.mp4,noise_colors,level2,classroom_noise_colors_level2.mp4,LEFT,dlss_rr,level2,classroom_dlss_rr_level2.mp4,noise_colors,level2,classroom_noise_colors_level2.mp4,5.0299,238.77
P01,44,513,720,INTER-DISTORTION,pink_room,restir,level1,pink_room_restir_level1.mp4,dlss_rr,level1,pink_room_dlss_rr_level1.mp4,LEFT,restir,level1,pink_room_restir_level1.mp4,dlss_rr,level1,pink_room_dlss_rr_level1.mp4,5.0255,238.98
P01,45,279,720,INTER-DISTORTION,classroom,motion_noise,level1,classroom_motion_noise_level1.mp4,judder,level1,classroom_judder_level1.mp4,LEFT,motion_noise,level1,classroom_motion_noise_level1.mp4,judder,level1,classroom_judder_level1.mp4,5.0337,238.58
P01,46,215,720,INTER-DISTORTION,bistro_interior,restir,level1,bistro_interior_restir_level1.mp4,motion_noise,level1,bistro_interior_motion_noise_level1.mp4,LEFT,restir,level1,bistro_interior_restir_level1.mp4,motion_noise,level1,bistro_interior_motion_noise_level1.mp4,5.0171,239.37
P01,47,284,720,INTER-DISTORTION,classroom,judder,level2,classroom_judder_level2.mp4,noise_colors,level2,classroom_noise_colors_level2.mp4,LEFT,judder,level2,classroom_judder_level2.mp4,noise_colors,level2,classroom_noise_colors_level2.mp4,5.0213,239.18
P01,48,514,720,INTER-DISTORTION,pink_room,dlss_rr,level2,pink_room_dlss_rr_level2.mp4,restir,level2,pink_room_restir_level2.mp4,LEFT,dlss_rr,level2,pink_room_dlss_rr_level2.mp4,restir,level2,pink_room_restir_level2.mp4,2.1417,239.99
P01,49,562,720,INTRA-DISTORTION,subway,dlss_rr,level2,subway_dlss_rr_level2.mp4,dlss_rr,level1,subway_dlss_rr_level1.mp4,RIGHT,dlss_rr,level1,subway_dlss_rr_level1.mp4,dlss_rr,level2,subway_dlss_rr_level2.mp4,4.0167,239.99
P01,50,695,720,INTER-DISTORTION,zeroday,motion_noise,level1,zeroday_motion_noise_level1.mp4,restir,level1,zeroday_restir_level1.mp4,LEFT,motion_noise,level1,zeroday_motion_noise_level1.mp4,restir,level1,zeroday_restir_level1.mp4,2.9958,239.98
P01,51,351,720,INTER-DISTORTION,landscape,dlss_rr,level1,landscape_dlss_rr_level1.mp4,noise_colors,level1,landscape_noise_colors_level1.mp4,RIGHT,noise_colors,level1,landscape_noise_colors_level1.mp4,dlss_rr,level1,landscape_dlss_rr_level1.mp4,2.6083,240.0
P01,52,704,720,INTER-DISTORTION,zeroday,motion_resolution,level2,zeroday_motion_resolution_level2.mp4,restir,level2,zeroday_restir_level2.mp4,RIGHT,restir,level2,zeroday_restir_level2.mp4,motion_resolution,level2,zeroday_motion_resolution_level2.mp4,3.4375,240.01
