observer,scene,condition_A,condition_B,is_A_selected,metric_A,level_A,metric_B,level_B,response_time_sec
rafal,pink_room,judder_level1,reference,0,judder,level1,reference,reference,8.8792
rafal,pink_room,dlss_rr_level0,judder_level0,0,dlss_rr,level0,judder,level0,9.1792
rafal,pink_room,restir_level0,judder_level0,1,restir,level0,judder,level0,16.8438
ref,bistro_interior,reference,motion_noise_level1,1,reference,reference,motion_noise,level1,5.2758
ref,marbles,reference,restir_level2,1,reference,reference,restir,level2,4.9876
ref,classroom,duration_flicker_level0,reference,0,duration_flicker,level0,reference,reference,4.4834
ref,zeroday,motion_noise_level2,motion_resolution_level1,1,motion_noise,level2,motion_resolution,level1,5.4584
ref,pink_room,noise_colors_level0,motion_noise_level0,1,noise_colors,level0,motion_noise,level0,6.5251
ref,pink_room,stutter_level1,motion_noise_level2,1,stutter,level1,motion_noise,level2,5.7334
ref,attic,duration_flicker_level1,reference,0,duration_flicker,level1,reference,reference,4.3459
ref,pink_room,reference,judder_level2,1,reference,reference,judder,level2,4.5709
ref,classroom,temporal-resolution-multiplexing_level0,reference,0,temporal-resolution-multiplexing,level0,reference,reference,4.9417
ref,pink_room,dlss_rr_level0,stutter_level2,1,dlss_rr,level0,stutter,level2,5.0625
ref,attic,restir_level2,reference,0,restir,level2,reference,reference,3.9543
ref,zeroday,reference,noise_colors_level2,0,reference,reference,noise_colors,level2,5.6667
ref,zeroday,duration_flicker_level0,duration_flicker_level2,1,duration_flicker,level0,duration_flicker,level2,7.8375
ref,pink_room,temporal-resolution-multiplexing_level1,noise_colors_level2,1,temporal-resolution-multiplexing,level1,noise_colors,level2,6.9292
ref,pink_room,restir_level2,reference,0,restir,level2,reference,reference,4.9500
ref,bistro_exterior,motion_resolution_level1,reference,0,motion_resolution,level1,reference,reference,4.6292
ref,bistro_exterior,motion_resolution_level0,reference,0,motion_resolution,level0,reference,reference,4.8542
ref,landscape,judder_level1,reference,0,judder,level1,reference,reference,7.2584
ref,bistro_exterior,motion_resolution_level2,reference,0,motion_resolution,level2,reference,reference,6.0375
ref,subway,reference,judder_level0,0,reference,reference,judder,level0,8.3459
ref,classroom,reference,motion_noise_level1,1,reference,reference,motion_noise,level1,4.1500
ref,subway,reference,temporal-resolution-multiplexing_level2,1,reference,reference,temporal-resolution-multiplexing,level2,4.7167
ref,subway,noise_colors_level2,motion_noise_level1,0,noise_colors,level2,motion_noise,level1,5.2834
ref,marbles,reference,restir_level1,1,reference,reference,restir,level1,4.8459
ref,zeroday,reference,dlss_rr_level2,1,reference,reference,dlss_rr,level2,5.0792
ref,subway,reference,temporal-resolution-multiplexing_level1,1,reference,reference,temporal-resolution-multiplexing,level1,3.9709
ref,zeroday,temporal-resolution-multiplexing_level1,reference,0,temporal-resolution-multiplexing,level1,reference,reference,5.2709
ref,pink_room,reference,restir_level1,1,reference,reference,restir,level1,5.0792
ref,bistro_interior,noise_colors_level2,reference,0,noise_colors,level2,reference,reference,4.3917
ref,landscape,reference,duration_flicker_level1,1,reference,reference,duration_flicker,level1,5.2834
ref,bistro_interior,reference,duration_flicker_level0,1,reference,reference,duration_flicker,level0,7.6125
ref,bistro_interior,temporal-resolution-multiplexing_level2,reference,0,temporal-resolution-multiplexing,level2,reference,reference,4.1917
ref,attic,motion_resolution_level1,duration_flicker_level2,0,motion_resolution,level1,duration_flicker,level2,8.3417
ref,subway,judder_level2,reference,0,judder,level2,reference,reference,4.6250
ref,pink_room,reference,duration_flicker_level1,1,reference,reference,duration_flicker,level1,5.4792
ref,marbles,reference,dlss_rr_level0,1,reference,reference,dlss_rr,level0,5.0875
ref,attic,judder_level2,reference,0,judder,level2,reference,reference,6.0000
ref,pink_room,noise_colors_level0,reference,0,noise_colors,level0,reference,reference,7.9084
ref,pink_room,reference,dlss_rr_level2,1,reference,reference,dlss_rr,level2,4.6959
ref,attic,motion_noise_level1,noise_colors_level0,0,motion_noise,level1,noise_colors,level0,10.0584
ref,marbles,motion_resolution_level0,reference,0,motion_resolution,level0,reference,reference,4.6209
ref,attic,motion_resolution_level2,stutter_level2,0,motion_resolution,level2,stutter,level2,8.6167
ref,attic,reference,duration_flicker_level0,1,reference,reference,duration_flicker,level0,7.9417
ref,classroom,reference,duration_flicker_level1,1,reference,reference,duration_flicker,level1,4.4209
ref,pink_room,reference,dlss_rr_level1,1,reference,reference,dlss_rr,level1,5.1542
ref,subway,reference,stutter_level0,1,reference,reference,stutter,level0,6.8917
ref,marbles,motion_noise_level1,reference,1,motion_noise,level1,reference,reference,8.7667
ref,attic,motion_noise_level1,reference,0,motion_noise,level1,reference,reference,5.2417
ref,bistro_interior,reference,motion_noise_level2,1,reference,reference,motion_noise,level2,5.2459
ref,landscape,dlss_rr_level0,reference,0,dlss_rr,level0,reference,reference,7.9875
ref,subway,restir_level2,motion_noise_level2,0,restir,level2,motion_noise,level2,4.4375
ref,classroom,stutter_level0,reference,0,stutter,level0,reference,reference,7.4542
ref,subway,stutter_level0,stutter_level1,1,stutter,level0,stutter,level1,9.8296
ref,bistro_exterior,reference,restir_level1,1,reference,reference,restir,level1,5.2834
ref,classroom,motion_noise_level2,reference,0,motion_noise,level2,reference,reference,4.8875
ref,subway,reference,motion_resolution_level2,1,reference,reference,motion_resolution,level2,5.2834
ref,landscape,temporal-resolution-multiplexing_level1,reference,0,temporal-resolution-multiplexing,level1,reference,reference,5.1334
ref,attic,reference,judder_level0,1,reference,reference,judder,level0,9.9292
ref,marbles,restir_level2,noise_colors_level1,0,restir,level2,noise_colors,level1,9.9868
ref,subway,reference,dlss_rr_level1,1,reference,reference,dlss_rr,level1,7.8792
ref,marbles,reference,restir_level0,1,reference,reference,restir,level0,9.3084
ref,marbles,reference,duration_flicker_level2,1,reference,reference,duration_flicker,level2,4.5751
ref,bistro_exterior,temporal-resolution-multiplexing_level0,duration_flicker_level1,1,temporal-resolution-multiplexing,level0,duration_flicker,level1,5.8750
ref,bistro_interior,stutter_level1,temporal-resolution-multiplexing_level0,0,stutter,level1,temporal-resolution-multiplexing,level0,5.4250
ref,classroom,reference,dlss_rr_level0,1,reference,reference,dlss_rr,level0,4.5584
ref,subway,stutter_level2,duration_flicker_level2,0,stutter,level2,duration_flicker,level2,5.7726
ref,classroom,noise_colors_level0,reference,1,noise_colors,level0,reference,reference,8.6709
ref,landscape,reference,temporal-resolution-multiplexing_level0,0,reference,reference,temporal-resolution-multiplexing,level0,5.5292
ref,zeroday,reference,duration_flicker_level0,1,reference,reference,duration_flicker,level0,7.1917
ref,bistro_interior,restir_level1,noise_colors_level2,0,restir,level1,noise_colors,level2,8.6510
ref,landscape,reference,dlss_rr_level1,1,reference,reference,dlss_rr,level1,7.1667
ref,classroom,restir_level2,motion_noise_level2,0,restir,level2,motion_noise,level2,4.5000
ref,classroom,restir_level1,reference,0,restir,level1,reference,reference,4.8334
ref,bistro_exterior,temporal-resolution-multiplexing_level1,reference,0,temporal-resolution-multiplexing,level1,reference,reference,6.0459
ref,bistro_interior,reference,noise_colors_level1,1,reference,reference,noise_colors,level1,5.2917
ref,bistro_interior,stutter_level1,reference,0,stutter,level1,reference,reference,5.4542
ref,zeroday,dlss_rr_level0,reference,0,dlss_rr,level0,reference,reference,5.4875
ref,subway,reference,dlss_rr_level0,1,reference,reference,dlss_rr,level0,5.2334
ref,bistro_exterior,reference,duration_flicker_level1,1,reference,reference,duration_flicker,level1,5.2500
ref,marbles,reference,dlss_rr_level1,1,reference,reference,dlss_rr,level1,5.2417
ref,marbles,restir_level2,stutter_level2,1,restir,level2,stutter,level2,7.3750
ref,bistro_interior,reference,restir_level2,1,reference,reference,restir,level2,5.3209
ref,landscape,motion_noise_level1,judder_level0,0,motion_noise,level1,judder,level0,12.5751
ref,pink_room,motion_resolution_level2,reference,0,motion_resolution,level2,reference,reference,5.3084
ref,attic,reference,temporal-resolution-multiplexing_level0,1,reference,reference,temporal-resolution-multiplexing,level0,9.3307
ref,classroom,motion_resolution_level1,reference,0,motion_resolution,level1,reference,reference,4.3084
ref,bistro_interior,motion_resolution_level1,reference,0,motion_resolution,level1,reference,reference,5.2543
ref,subway,duration_flicker_level2,reference,0,duration_flicker,level2,reference,reference,4.9251
ref,bistro_exterior,judder_level1,reference,0,judder,level1,reference,reference,5.3834
ref,classroom,reference,temporal-resolution-multiplexing_level2,1,reference,reference,temporal-resolution-multiplexing,level2,4.4418
ref,zeroday,reference,motion_resolution_level2,1,reference,reference,motion_resolution,level2,5.0835
ref,pink_room,temporal-resolution-multiplexing_level1,dlss_rr_level2,1,temporal-resolution-multiplexing,level1,dlss_rr,level2,6.6834
ref,subway,reference,duration_flicker_level0,1,reference,reference,duration_flicker,level0,4.7709
ref,subway,restir_level2,restir_level0,0,restir,level2,restir,level0,4.8917
ref,classroom,motion_resolution_level2,duration_flicker_level2,0,motion_resolution,level2,duration_flicker,level2,4.6459
ref,marbles,stutter_level1,reference,0,stutter,level1,reference,reference,8.8834
ref,landscape,judder_level0,restir_level1,1,judder,level0,restir,level1,9.2792
ref,pink_room,reference,motion_noise_level1,1,reference,reference,motion_noise,level1,6.3375
ref,pink_room,stutter_level0,judder_level1,1,stutter,level0,judder,level1,3.8125
ref,subway,judder_level1,motion_noise_level0,1,judder,level1,motion_noise,level0,6.5676
ref,landscape,noise_colors_level0,reference,1,noise_colors,level0,reference,reference,5.0917
ref,attic,motion_resolution_level0,reference,0,motion_resolution,level0,reference,reference,6.2125
ref,pink_room,temporal-resolution-multiplexing_level2,dlss_rr_level2,0,temporal-resolution-multiplexing,level2,dlss_rr,level2,5.3042
ref,zeroday,dlss_rr_level0,judder_level2,0,dlss_rr,level0,judder,level2,10.9954
ref,classroom,judder_level2,reference,0,judder,level2,reference,reference,4.4375
ref,bistro_interior,stutter_level0,motion_noise_level1,1,stutter,level0,motion_noise,level1,7.7263
ref,bistro_exterior,reference,dlss_rr_level1,1,reference,reference,dlss_rr,level1,5.3301
ref,marbles,reference,noise_colors_level2,1,reference,reference,noise_colors,level2,4.8376
ref,bistro_exterior,noise_colors_level2,dlss_rr_level2,1,noise_colors,level2,dlss_rr,level2,11.1882
ref,marbles,judder_level0,temporal-resolution-multiplexing_level0,0,judder,level0,temporal-resolution-multiplexing,level0,6.5091
ref,marbles,noise_colors_level2,motion_resolution_level2,1,noise_colors,level2,motion_resolution,level2,3.4376
ref,subway,noise_colors_level1,reference,0,noise_colors,level1,reference,reference,7.5959
ref,classroom,duration_flicker_level2,noise_colors_level2,0,duration_flicker,level2,noise_colors,level2,9.8933
ref,subway,motion_resolution_level1,reference,0,motion_resolution,level1,reference,reference,2.6042
ref,pink_room,noise_colors_level2,duration_flicker_level2,1,noise_colors,level2,duration_flicker,level2,4.6959
ref,marbles,reference,duration_flicker_level1,1,reference,reference,duration_flicker,level1,4.1460
ref,attic,noise_colors_level2,reference,0,noise_colors,level2,reference,reference,4.8042
ref,pink_room,reference,temporal-resolution-multiplexing_level0,1,reference,reference,temporal-resolution-multiplexing,level0,4.9792
ref,landscape,reference,noise_colors_level1,1,reference,reference,noise_colors,level1,4.9419
ref,subway,reference,motion_noise_level1,1,reference,reference,motion_noise,level1,4.4500
ref,classroom,dlss_rr_level1,reference,0,dlss_rr,level1,reference,reference,4.1584
ref,marbles,reference,noise_colors_level0,0,reference,reference,noise_colors,level0,4.9292
ref,attic,reference,temporal-resolution-multiplexing_level1,1,reference,reference,temporal-resolution-multiplexing,level1,4.3959
ref,bistro_exterior,reference,noise_colors_level1,1,reference,reference,noise_colors,level1,5.1420
ref,classroom,reference,dlss_rr_level2,1,reference,reference,dlss_rr,level2,4.6189
ref,marbles,reference,motion_noise_level0,1,reference,reference,motion_noise,level0,4.7875
ref,bistro_interior,judder_level2,reference,0,judder,level2,reference,reference,3.2500
ref,landscape,reference,dlss_rr_level2,1,reference,reference,dlss_rr,level2,4.1125
ref,bistro_interior,dlss_rr_level0,reference,0,dlss_rr,level0,reference,reference,2.9625
ref,bistro_interior,reference,duration_flicker_level2,1,reference,reference,duration_flicker,level2,4.2459
ref,marbles,duration_flicker_level0,reference,0,duration_flicker,level0,reference,reference,4.5126
ref,zeroday,restir_level2,reference,0,restir,level2,reference,reference,4.4292
ref,pink_room,reference,motion_resolution_level0,1,reference,reference,motion_resolution,level0,3.8500
ref,bistro_interior,reference,duration_flicker_level1,1,reference,reference,duration_flicker,level1,4.5875
ref,landscape,stutter_level2,reference,0,stutter,level2,reference,reference,4.4584
ref,pink_room,noise_colors_level1,reference,0,noise_colors,level1,reference,reference,4.9125
ref,bistro_interior,restir_level0,noise_colors_level2,0,restir,level0,noise_colors,level2,2.5875
ref,marbles,reference,dlss_rr_level2,1,reference,reference,dlss_rr,level2,4.0042
ref,attic,reference,dlss_rr_level0,1,reference,reference,dlss_rr,level0,4.3834
ref,zeroday,reference,restir_level0,1,reference,reference,restir,level0,4.5334
ref,zeroday,stutter_level2,reference,0,stutter,level2,reference,reference,4.8834
ref,subway,reference,dlss_rr_level2,1,reference,reference,dlss_rr,level2,4.7919
ref,bistro_exterior,reference,noise_colors_level2,1,reference,reference,noise_colors,level2,4.6960
ref,bistro_exterior,restir_level0,reference,0,restir,level0,reference,reference,5.0003
ref,landscape,reference,stutter_level0,1,reference,reference,stutter,level0,4.8209
ref,classroom,duration_flicker_level2,reference,0,duration_flicker,level2,reference,reference,4.3865
ref,zeroday,reference,dlss_rr_level1,1,reference,reference,dlss_rr,level1,4.2000
ref,bistro_interior,stutter_level2,reference,0,stutter,level2,reference,reference,3.4584
ref,bistro_interior,noise_colors_level2,motion_resolution_level2,1,noise_colors,level2,motion_resolution,level2,3.5459
ref,landscape,reference,restir_level0,1,reference,reference,restir,level0,3.9167
ref,bistro_exterior,duration_flicker_level2,reference,0,duration_flicker,level2,reference,reference,4.6625
ref,bistro_exterior,stutter_level0,motion_noise_level0,1,stutter,level0,motion_noise,level0,5.2161
ref,subway,dlss_rr_level1,judder_level1,0,dlss_rr,level1,judder,level1,4.8967
ref,attic,motion_resolution_level1,reference,0,motion_resolution,level1,reference,reference,4.1084
ref,subway,reference,restir_level1,1,reference,reference,restir,level1,3.8334
ref,classroom,motion_noise_level0,reference,0,motion_noise,level0,reference,reference,4.3334
ref,subway,reference,noise_colors_level0,1,reference,reference,noise_colors,level0,4.1167
ref,pink_room,reference,motion_noise_level2,1,reference,reference,motion_noise,level2,6.1709
ref,landscape,motion_noise_level0,reference,1,motion_noise,level0,reference,reference,5.7085
ref,attic,dlss_rr_level2,dlss_rr_level0,0,dlss_rr,level2,dlss_rr,level0,4.5546
ref,zeroday,stutter_level0,noise_colors_level0,0,stutter,level0,noise_colors,level0,4.1209
ref,attic,stutter_level1,reference,1,stutter,level1,reference,reference,9.7625
ref,zeroday,temporal-resolution-multiplexing_level0,reference,0,temporal-resolution-multiplexing,level0,reference,reference,6.6250
ref,bistro_interior,dlss_rr_level2,reference,0,dlss_rr,level2,reference,reference,2.5459
ref,landscape,reference,duration_flicker_level0,1,reference,reference,duration_flicker,level0,8.4625
ref,marbles,stutter_level0,reference,0,stutter,level0,reference,reference,6.9292
ref,landscape,dlss_rr_level2,duration_flicker_level2,0,dlss_rr,level2,duration_flicker,level2,4.6840
ref,subway,duration_flicker_level2,duration_flicker_level1,0,duration_flicker,level2,duration_flicker,level1,4.7292
ref,pink_room,reference,judder_level1,1,reference,reference,judder,level1,4.2125
ref,marbles,judder_level1,dlss_rr_level1,1,judder,level1,dlss_rr,level1,5.3459
ref,marbles,dlss_rr_level0,judder_level0,0,dlss_rr,level0,judder,level0,14.3840
ref,attic,reference,judder_level1,0,reference,reference,judder,level1,4.6877
ref,bistro_exterior,motion_noise_level1,reference,0,motion_noise,level1,reference,reference,3.5042
ref,zeroday,stutter_level1,noise_colors_level0,1,stutter,level1,noise_colors,level0,9.2000
ref,landscape,judder_level0,motion_noise_level2,0,judder,level0,motion_noise,level2,3.8420
ref,bistro_exterior,dlss_rr_level0,reference,0,dlss_rr,level0,reference,reference,5.5042
ref,classroom,restir_level0,reference,0,restir,level0,reference,reference,4.3750
ref,subway,temporal-resolution-multiplexing_level0,reference,1,temporal-resolution-multiplexing,level0,reference,reference,7.3459
ref,landscape,reference,noise_colors_level2,1,reference,reference,noise_colors,level2,5.3417
ref,zeroday,restir_level1,reference,0,restir,level1,reference,reference,5.0417
ref,bistro_exterior,reference,judder_level2,1,reference,reference,judder,level2,3.7917
ref,zeroday,judder_level0,temporal-resolution-multiplexing_level1,1,judder,level0,temporal-resolution-multiplexing,level1,4.6584
ref,bistro_exterior,duration_flicker_level0,stutter_level2,1,duration_flicker,level0,stutter,level2,3.9042
ref,subway,motion_noise_level2,reference,0,motion_noise,level2,reference,reference,4.1209
ref,subway,reference,motion_resolution_level0,1,reference,reference,motion_resolution,level0,3.3959
ref,classroom,reference,judder_level0,1,reference,reference,judder,level0,4.6625
ref,pink_room,duration_flicker_level0,reference,0,duration_flicker,level0,reference,reference,6.2334
ref,pink_room,dlss_rr_level0,reference,0,dlss_rr,level0,reference,reference,4.4334
ref,bistro_interior,reference,judder_level0,1,reference,reference,judder,level0,3.1917
ref,pink_room,judder_level0,reference,0,judder,level0,reference,reference,6.3250
ref,bistro_interior,motion_resolution_level1,motion_resolution_level0,0,motion_resolution,level1,motion_resolution,level0,3.2959
ref,zeroday,reference,motion_noise_level1,1,reference,reference,motion_noise,level1,4.1459
ref,pink_room,motion_resolution_level1,dlss_rr_level2,0,motion_resolution,level1,dlss_rr,level2,4.0625
ref,bistro_exterior,reference,restir_level2,1,reference,reference,restir,level2,4.7251
ref,bistro_exterior,reference,duration_flicker_level0,1,reference,reference,duration_flicker,level0,4.9792
ref,bistro_interior,judder_level1,reference,0,judder,level1,reference,reference,4.2292
ref,zeroday,judder_level1,dlss_rr_level1,1,judder,level1,dlss_rr,level1,5.2625
ref,bistro_exterior,motion_noise_level2,reference,0,motion_noise,level2,reference,reference,4.6709
ref,bistro_interior,reference,dlss_rr_level1,1,reference,reference,dlss_rr,level1,4.5500
ref,bistro_interior,temporal-resolution-multiplexing_level1,duration_flicker_level0,0,temporal-resolution-multiplexing,level1,duration_flicker,level0,13.7125
ref,pink_room,reference,restir_level0,1,reference,reference,restir,level0,4.1792
ref,bistro_interior,noise_colors_level0,reference,1,noise_colors,level0,reference,reference,6.3959
ref,bistro_interior,motion_noise_level0,reference,0,motion_noise,level0,reference,reference,8.2375
ref,attic,motion_noise_level0,noise_colors_level1,1,motion_noise,level0,noise_colors,level1,4.4000
ref,landscape,reference,judder_level0,1,reference,reference,judder,level0,4.6542
ref,marbles,temporal-resolution-multiplexing_level1,temporal-resolution-multiplexing_level2,1,temporal-resolution-multiplexing,level1,temporal-resolution-multiplexing,level2,4.0125
ref,zeroday,reference,motion_noise_level2,1,reference,reference,motion_noise,level2,4.4000
ref,classroom,reference,judder_level1,1,reference,reference,judder,level1,5.2250
ref,classroom,restir_level0,stutter_level1,0,restir,level0,stutter,level1,4.9959
ref,zeroday,restir_level2,motion_resolution_level0,0,restir,level2,motion_resolution,level0,1.2962
ref,zeroday,duration_flicker_level1,reference,0,duration_flicker,level1,reference,reference,3.5334
ref,bistro_exterior,motion_resolution_level2,temporal-resolution-multiplexing_level2,1,motion_resolution,level2,temporal-resolution-multiplexing,level2,4.5750
ref,landscape,stutter_level1,reference,0,stutter,level1,reference,reference,5.5000
ref,classroom,temporal-resolution-multiplexing_level1,reference,0,temporal-resolution-multiplexing,level1,reference,reference,4.3750
ref,attic,motion_noise_level2,reference,0,motion_noise,level2,reference,reference,6.5251
ref,landscape,motion_resolution_level1,reference,0,motion_resolution,level1,reference,reference,4.4209
ref,marbles,motion_noise_level2,reference,0,motion_noise,level2,reference,reference,4.6250
ref,bistro_exterior,reference,stutter_level1,1,reference,reference,stutter,level1,4.9167
ref,attic,restir_level1,reference,0,restir,level1,reference,reference,3.9209
ref,zeroday,reference,motion_noise_level0,1,reference,reference,motion_noise,level0,7.3000
ref,zeroday,temporal-resolution-multiplexing_level2,duration_flicker_level0,0,temporal-resolution-multiplexing,level2,duration_flicker,level0,4.2750
ref,marbles,judder_level2,reference,0,judder,level2,reference,reference,4.6792
ref,marbles,motion_resolution_level0,temporal-resolution-multiplexing_level1,1,motion_resolution,level0,temporal-resolution-multiplexing,level1,5.6672
ref,landscape,reference,judder_level2,1,reference,reference,judder,level2,3.2255
ref,bistro_exterior,judder_level0,reference,0,judder,level0,reference,reference,4.3375
ref,marbles,reference,motion_resolution_level1,1,reference,reference,motion_resolution,level1,4.4042
ref,zeroday,reference,noise_colors_level1,1,reference,reference,noise_colors,level1,5.2412
ref,classroom,reference,motion_resolution_level0,1,reference,reference,motion_resolution,level0,4.1167
ref,attic,reference,dlss_rr_level1,1,reference,reference,dlss_rr,level1,3.8007
ref,classroom,reference,noise_colors_level1,1,reference,reference,noise_colors,level1,4.0876
ref,classroom,reference,stutter_level2,1,reference,reference,stutter,level2,4.2334
ref,bistro_exterior,noise_colors_level0,reference,0,noise_colors,level0,reference,reference,5.4500
ref,bistro_exterior,reference,motion_noise_level0,1,reference,reference,motion_noise,level0,4.9209
ref,zeroday,motion_noise_level0,noise_colors_level0,0,motion_noise,level0,noise_colors,level0,4.4209
ref,landscape,reference,temporal-resolution-multiplexing_level2,1,reference,reference,temporal-resolution-multiplexing,level2,3.5250
ref,landscape,reference,restir_level2,1,reference,reference,restir,level2,4.3626
ref,attic,motion_noise_level2,motion_noise_level0,1,motion_noise,level2,motion_noise,level0,5.9048
ref,landscape,motion_resolution_level0,reference,1,motion_resolution,level0,reference,reference,4.7417
ref,attic,reference,restir_level0,1,reference,reference,restir,level0,8.5084
ref,attic,motion_resolution_level2,reference,0,motion_resolution,level2,reference,reference,3.1375
ref,landscape,motion_resolution_level2,reference,0,motion_resolution,level2,reference,reference,1.8375
ref,attic,reference,stutter_level0,1,reference,reference,stutter,level0,4.8334
ref,attic,temporal-resolution-multiplexing_level2,motion_resolution_level2,0,temporal-resolution-multiplexing,level2,motion_resolution,level2,7.5502
yaru,attic,restir_level0,motion_noise_level2,0,restir,level0,motion_noise,level2,19.0510
yaru,bistro_interior,dlss_rr_level0,judder_level1,1,dlss_rr,level0,judder,level1,8.4303
yaru,landscape,temporal-resolution-multiplexing_level0,noise_colors_level0,0,temporal-resolution-multiplexing,level0,noise_colors,level0,7.8760
yaru,pink_room,stutter_level0,temporal-resolution-multiplexing_level0,1,stutter,level0,temporal-resolution-multiplexing,level0,9.5959
yaru,bistro_exterior,noise_colors_level2,motion_noise_level2,0,noise_colors,level2,motion_noise,level2,3.0546
yaru,classroom,motion_resolution_level1,restir_level2,1,motion_resolution,level1,restir,level2,5.3466
yaru,classroom,stutter_level1,restir_level0,0,stutter,level1,restir,level0,3.6046
yaru,zeroday,temporal-resolution-multiplexing_level1,duration_flicker_level1,1,temporal-resolution-multiplexing,level1,duration_flicker,level1,7.5677
yaru,bistro_exterior,dlss_rr_level0,dlss_rr_level1,1,dlss_rr,level0,dlss_rr,level1,7.9168
yaru,bistro_interior,stutter_level1,duration_flicker_level2,1,stutter,level1,duration_flicker,level2,2.1250
yaru,landscape,motion_noise_level0,judder_level0,0,motion_noise,level0,judder,level0,9.5668
yaru,pink_room,stutter_level1,restir_level1,0,stutter,level1,restir,level1,5.5292
yaru,landscape,dlss_rr_level2,temporal-resolution-multiplexing_level2,1,dlss_rr,level2,temporal-resolution-multiplexing,level2,5.5542
yaru,bistro_exterior,duration_flicker_level0,judder_level0,0,duration_flicker,level0,judder,level0,5.3250
yaru,pink_room,noise_colors_level0,motion_noise_level2,1,noise_colors,level0,motion_noise,level2,7.1917
yaru,classroom,noise_colors_level0,restir_level0,0,noise_colors,level0,restir,level0,24.7656
yaru,attic,dlss_rr_level0,noise_colors_level0,0,dlss_rr,level0,noise_colors,level0,8.9836
yaru,classroom,noise_colors_level2,motion_resolution_level2,1,noise_colors,level2,motion_resolution,level2,8.9053
yaru,marbles,noise_colors_level1,temporal-resolution-multiplexing_level2,1,noise_colors,level1,temporal-resolution-multiplexing,level2,4.8505
yaru,landscape,noise_colors_level2,temporal-resolution-multiplexing_level2,0,noise_colors,level2,temporal-resolution-multiplexing,level2,9.2598
yaru,bistro_exterior,judder_level2,motion_resolution_level2,1,judder,level2,motion_resolution,level2,1.8500
yaru,attic,duration_flicker_level1,restir_level0,1,duration_flicker,level1,restir,level0,29.9292
yaru,landscape,noise_colors_level0,noise_colors_level1,1,noise_colors,level0,noise_colors,level1,3.0084
yaru,marbles,motion_resolution_level2,duration_flicker_level2,0,motion_resolution,level2,duration_flicker,level2,2.3212
yaru,zeroday,duration_flicker_level2,temporal-resolution-multiplexing_level2,1,duration_flicker,level2,temporal-resolution-multiplexing,level2,2.1084
yaru,marbles,duration_flicker_level2,restir_level2,0,duration_flicker,level2,restir,level2,6.3427
yaru,bistro_exterior,judder_level2,noise_colors_level2,1,judder,level2,noise_colors,level2,2.9337
yaru,bistro_exterior,motion_resolution_level1,duration_flicker_level0,1,motion_resolution,level1,duration_flicker,level0,6.9171
yaru,bistro_interior,judder_level2,dlss_rr_level0,0,judder,level2,dlss_rr,level0,4.0292
yaru,landscape,stutter_level0,restir_level0,0,stutter,level0,restir,level0,2.2252
yaru,subway,temporal-resolution-multiplexing_level1,dlss_rr_level2,0,temporal-resolution-multiplexing,level1,dlss_rr,level2,2.8292
yaru,bistro_interior,motion_noise_level2,stutter_level2,1,motion_noise,level2,stutter,level2,2.8417
yaru,zeroday,noise_colors_level2,stutter_level2,1,noise_colors,level2,stutter,level2,2.7542
yaru,subway,noise_colors_level2,restir_level1,1,noise_colors,level2,restir,level1,3.7880
yaru,classroom,stutter_level2,duration_flicker_level1,1,stutter,level2,duration_flicker,level1,2.8202
yaru,landscape,restir_level0,motion_noise_level1,1,restir,level0,motion_noise,level1,6.4177
yaru,zeroday,duration_flicker_level1,dlss_rr_level2,0,duration_flicker,level1,dlss_rr,level2,3.2419
yaru,attic,temporal-resolution-multiplexing_level0,noise_colors_level0,0,temporal-resolution-multiplexing,level0,noise_colors,level0,3.2462
yaru,classroom,motion_resolution_level0,temporal-resolution-multiplexing_level0,0,motion_resolution,level0,temporal-resolution-multiplexing,level0,22.0042
yaru,landscape,restir_level1,stutter_level0,0,restir,level1,stutter,level0,5.7216
yaru,bistro_exterior,judder_level0,dlss_rr_level1,1,judder,level0,dlss_rr,level1,2.6838
yaru,marbles,noise_colors_level1,stutter_level2,0,noise_colors,level1,stutter,level2,5.9293
yaru,pink_room,restir_level1,stutter_level2,1,restir,level1,stutter,level2,2.6417
yaru,bistro_exterior,restir_level1,noise_colors_level0,0,restir,level1,noise_colors,level0,12.3294
yaru,pink_room,judder_level0,motion_resolution_level0,1,judder,level0,motion_resolution,level0,1.8959
yaru,attic,dlss_rr_level1,dlss_rr_level2,1,dlss_rr,level1,dlss_rr,level2,4.9542
yaru,subway,duration_flicker_level0,noise_colors_level1,0,duration_flicker,level0,noise_colors,level1,5.1418
yaru,subway,restir_level1,motion_noise_level2,0,restir,level1,motion_noise,level2,4.2167
yaru,zeroday,duration_flicker_level1,judder_level2,0,duration_flicker,level1,judder,level2,7.8667
yaru,marbles,motion_noise_level0,noise_colors_level0,0,motion_noise,level0,noise_colors,level0,6.6468
yaru,subway,dlss_rr_level2,motion_resolution_level2,0,dlss_rr,level2,motion_resolution,level2,1.8169
yaru,bistro_interior,noise_colors_level2,motion_resolution_level1,0,noise_colors,level2,motion_resolution,level1,1.4209
yaru,pink_room,motion_noise_level2,judder_level0,1,motion_noise,level2,judder,level0,3.7334
yaru,classroom,dlss_rr_level2,motion_noise_level1,0,dlss_rr,level2,motion_noise,level1,3.2338
yaru,landscape,motion_noise_level0,restir_level0,1,motion_noise,level0,restir,level0,14.2143
